order_id,vendor_id,order_date,item_count,gross_order_value,delivery_fee,discount_amount,is_cancelled,payment_method,customer_id,net_order_value,affordability_score
ORD0013685,V00698,2024-01-16,2,18.15,1.14,14.12,0,cash,C013951,4.03,0.849
ORD0013686,V00694,2024-11-28,4,116.12,2.91,6.46,0,card,C000695,109.66,0.032
ORD0013687,V00965,2024-03-01,5,50.37,5.76,8.67,0,cash,C014377,41.7,0.58
ORD0013688,V00369,2023-03-15,7,111.33,0.28,4.27,0,wallet,C011782,107.06,0.072
ORD0013689,V00655,2024-10-19,3,67.07,1.02,7.19,0,cash,C011264,59.88,0.441
ORD0013690,V00422,2024-03-12,5,79.07,2.18,13.73,0,card,C001572,65.34,0.341
ORD0013691,V00718,2023-10-17,6,25.23,3.65,1.13,0,card,C004554,24.1,0.79
ORD0013692,V00654,2023-05-27,5,106.74,0.81,12.0,0,wallet,C004904,94.74,0.11
ORD0013693,V00697,2023-01-26,4,15.06,3.35,3.23,1,wallet,C001220,11.83,0.874
ORD0013694,V00443,2023-12-01,5,118.55,0.8,8.7,0,card,C002815,109.85,0.012
ORD0013695,V00753,2024-09-13,1,50.08,1.22,5.08,0,cash,C005104,45.0,0.583
ORD0013696,V00520,2024-01-04,3,23.91,0.1,2.76,0,card,C005545,21.15,0.801
ORD0013697,V00584,2023-12-10,4,74.66,5.75,13.87,0,card,C002629,60.79,0.378
ORD0013698,V00915,2024-02-22,2,104.56,1.56,13.5,0,card,C003040,91.06,0.129
ORD0013699,V00288,2024-10-29,7,50.67,3.66,3.35,0,card,C009671,47.32,0.578
ORD0013700,V00095,2024-01-19,4,5.99,1.48,9.96,0,wallet,C002537,-3.97,0.95
ORD0013701,V00669,2024-04-26,2,105.31,5.55,4.44,0,card,C004123,100.87,0.122
ORD0013702,V00041,2023-10-29,4,71.85,0.27,3.98,0,card,C013287,67.87,0.401
ORD0013703,V00331,2024-09-28,1,15.68,2.96,14.03,0,wallet,C006057,1.65,0.869
ORD0013704,V00813,2023-02-01,3,109.19,1.96,10.08,0,card,C006355,99.11,0.09
ORD0013705,V00781,2023-06-14,6,93.92,2.19,10.96,0,card,C007255,82.96,0.217
ORD0013706,V00155,2024-01-13,6,66.25,0.6,3.51,0,wallet,C011065,62.74,0.448
ORD0013707,V00504,2023-02-15,5,56.38,2.35,11.37,1,card,C000431,45.01,0.53
ORD0013708,V00275,2023-10-25,7,86.18,4.39,11.26,0,card,C008560,74.92,0.282
ORD0013709,V00666,2023-06-03,4,46.65,4.1,8.01,0,card,C010901,38.64,0.611
ORD0013710,V00565,2024-08-28,3,80.31,5.5,11.28,0,card,C013503,69.03,0.331
ORD0013711,V00179,2023-01-27,3,22.35,0.36,14.15,0,card,C010569,8.2,0.814
ORD0013712,V00933,2023-04-19,3,21.38,5.41,4.72,0,card,C009295,16.66,0.822
ORD0013713,V00752,2024-09-15,3,40.77,2.7,7.64,0,card,C003613,33.13,0.66
ORD0013714,V00137,2023-08-05,3,106.87,2.52,7.63,0,card,C009426,99.24,0.109
ORD0013715,V00767,2023-11-17,7,102.79,2.58,2.04,0,cash,C011571,100.75,0.143
ORD0013716,V00988,2024-06-07,5,61.59,4.16,1.83,0,card,C003715,59.76,0.487
ORD0013717,V00736,2024-06-04,6,72.33,2.68,8.98,0,cash,C014829,63.35,0.397
ORD0013718,V00180,2024-08-18,5,77.17,5.86,14.44,0,card,C014328,62.73,0.357
ORD0013719,V00182,2024-12-30,4,47.92,4.08,11.83,0,card,C011426,36.09,0.601
ORD0013720,V00259,2023-12-19,6,85.65,3.63,11.91,0,cash,C010554,73.74,0.286
ORD0013721,V00243,2023-08-09,6,74.94,0.94,9.01,1,cash,C005710,65.93,0.375
ORD0013722,V00096,2024-01-23,2,45.75,1.42,2.02,0,card,C000567,43.73,0.619
ORD0013723,V00197,2024-08-19,4,37.65,4.08,3.44,0,cash,C004581,34.21,0.686
ORD0013724,V00904,2023-02-03,7,117.79,2.27,6.83,0,cash,C006800,110.96,0.018
ORD0013725,V00526,2024-11-03,3,37.69,4.59,2.79,0,wallet,C014892,34.9,0.686
ORD0013726,V00632,2023-06-03,2,25.02,2.57,8.7,0,wallet,C002561,16.32,0.791
ORD0013727,V00387,2024-01-26,6,100.98,5.22,3.03,0,cash,C011373,97.95,0.158
ORD0013728,V00408,2024-10-26,7,98.25,3.57,8.81,0,wallet,C010054,89.44,0.181
ORD0013729,V00269,2023-03-22,7,32.46,5.06,8.88,0,card,C011331,23.58,0.729
ORD0013730,V00171,2023-03-21,4,102.6,5.28,0.84,0,card,C003100,101.76,0.145
ORD0013731,V00925,2023-08-18,2,109.84,1.97,14.21,0,card,C003222,95.63,0.085
ORD0013732,V00584,2024-08-01,6,43.15,2.35,14.88,0,card,C010531,28.27,0.64
ORD0013733,V00691,2024-05-30,5,42.79,4.34,0.8,1,wallet,C007522,41.99,0.643
ORD0013734,V00170,2024-08-11,3,20.06,0.73,9.65,0,cash,C004561,10.41,0.833
ORD0013735,V00159,2024-10-07,7,75.24,0.86,1.1,0,wallet,C001851,74.14,0.373
ORD0013736,V00509,2024-07-15,2,84.81,4.92,5.03,0,cash,C005774,79.78,0.293
ORD0013737,V00447,2024-03-04,1,13.44,0.08,13.08,0,card,C003224,0.36,0.888
ORD0013738,V00666,2024-07-05,3,29.02,0.23,12.53,0,card,C014075,16.49,0.758
ORD0013739,V00914,2023-05-05,5,36.1,3.45,4.08,0,card,C005604,32.02,0.699
ORD0013740,V00082,2024-06-24,5,56.3,5.77,9.75,0,wallet,C009058,46.55,0.531
ORD0013741,V00057,2023-02-22,4,99.72,5.59,0.58,0,cash,C013419,99.14,0.169
ORD0013742,V00519,2024-09-13,7,30.79,2.64,12.38,0,cash,C013312,18.41,0.743
ORD0013743,V00112,2024-04-28,6,97.87,4.79,4.03,0,card,C011918,93.84,0.184
ORD0013744,V00998,2024-11-06,1,107.33,4.17,12.95,0,card,C014498,94.38,0.106
ORD0013745,V00048,2024-06-21,2,28.06,4.81,8.39,0,card,C014154,19.67,0.766
ORD0013746,V00592,2024-06-16,7,119.18,1.45,12.4,0,card,C003839,106.78,0.007
ORD0013747,V00887,2024-03-27,4,64.43,1.96,12.72,0,card,C003396,51.71,0.463
ORD0013748,V00376,2023-11-21,5,68.46,4.65,10.76,0,card,C011726,57.7,0.429
ORD0013749,V00828,2023-10-03,2,75.85,1.64,7.65,0,card,C008558,68.2,0.368
ORD0013750,V00033,2023-07-19,5,97.32,4.54,4.65,0,card,C007321,92.67,0.189
ORD0013751,V00504,2024-08-12,5,80.12,4.51,0.4,0,card,C008331,79.72,0.332
ORD0013752,V00627,2023-10-28,1,89.51,4.58,4.3,0,card,C010551,85.21,0.254
ORD0013753,V00896,2023-09-07,3,55.57,2.61,13.16,0,card,C009544,42.41,0.537
ORD0013754,V00003,2023-12-03,2,72.85,1.15,2.77,0,wallet,C005984,70.08,0.393
ORD0013755,V00486,2023-09-06,1,33.42,0.57,3.4,0,card,C012907,30.02,0.721
ORD0013756,V00516,2024-01-06,6,46.77,1.16,9.83,0,card,C010226,36.94,0.61
ORD0013757,V00868,2023-08-25,7,77.63,2.94,13.52,0,card,C001306,64.11,0.353
ORD0013758,V00772,2024-04-11,5,9.72,1.56,5.82,0,card,C011983,3.9,0.919
ORD0013759,V00042,2023-11-19,5,71.54,5.14,8.32,0,wallet,C014839,63.22,0.404
ORD0013760,V00009,2023-04-29,1,68.33,4.39,9.72,0,wallet,C013216,58.61,0.431
ORD0013761,V01000,2024-12-10,6,26.47,4.44,1.89,0,wallet,C009985,24.58,0.779
ORD0013762,V00819,2023-09-04,2,112.35,1.77,9.15,1,cash,C000355,103.2,0.064
ORD0013763,V00657,2024-03-31,5,14.62,2.82,7.54,0,card,C005577,7.08,0.878
ORD0013764,V00913,2024-02-24,6,10.93,3.8,10.88,0,cash,C003970,0.05,0.909
ORD0013765,V00609,2024-01-06,2,104.04,2.66,5.99,0,card,C012492,98.05,0.133
ORD0013766,V00788,2023-03-23,1,101.64,4.76,4.74,0,card,C000529,96.9,0.153
ORD0013767,V00142,2023-12-27,5,50.57,3.54,8.13,0,card,C009492,42.44,0.579
ORD0013768,V00790,2024-07-27,4,117.17,3.58,3.99,0,card,C010470,113.18,0.024
ORD0013769,V00436,2024-06-01,4,117.18,0.34,10.18,0,card,C012200,107.0,0.023
ORD0013770,V00027,2023-03-20,5,19.37,4.76,10.16,0,card,C004391,9.21,0.839
ORD0013771,V00043,2024-01-06,3,60.14,0.74,5.13,0,wallet,C005576,55.01,0.499
ORD0013772,V00131,2024-10-31,5,11.14,1.2,9.43,0,card,C009198,1.71,0.907
ORD0013773,V00216,2024-05-10,5,46.14,0.71,13.62,0,card,C007901,32.52,0.615
ORD0013774,V00606,2024-09-11,5,13.24,5.0,7.81,0,card,C005922,5.43,0.89
ORD0013775,V00520,2023-08-24,1,23.49,5.3,7.45,0,card,C009346,16.04,0.804
ORD0013776,V00598,2024-04-04,5,107.66,5.85,13.56,0,wallet,C005662,94.1,0.103
ORD0013777,V00345,2024-03-04,5,102.1,0.99,6.78,0,card,C000970,95.32,0.149
ORD0013778,V00508,2023-08-24,1,103.66,5.09,1.76,0,card,C008336,101.9,0.136
ORD0013779,V00650,2024-08-06,5,8.76,3.48,12.48,0,card,C011458,-3.72,0.927
ORD0013780,V00881,2023-05-09,4,70.46,5.4,11.05,0,card,C003034,59.41,0.413
ORD0013781,V00413,2024-07-04,4,94.02,1.75,5.61,0,card,C005659,88.41,0.216
ORD0013782,V00936,2023-09-08,7,84.54,1.66,11.03,0,wallet,C013249,73.51,0.295
ORD0013783,V00246,2024-02-22,6,62.57,4.82,0.29,0,card,C014896,62.28,0.479
ORD0013784,V00449,2024-11-21,7,19.0,1.48,6.63,0,wallet,C007816,12.37,0.842
ORD0013785,V00021,2024-08-21,7,94.01,0.43,6.82,0,card,C002116,87.19,0.217
ORD0013786,V00999,2024-11-12,5,107.34,2.64,0.55,0,wallet,C003687,106.79,0.105
ORD0013787,V00408,2023-05-22,1,35.86,3.62,4.03,0,cash,C002981,31.83,0.701
ORD0013788,V00457,2024-09-12,5,67.05,4.23,4.57,0,wallet,C012142,62.48,0.441
ORD0013789,V00444,2023-09-24,5,61.4,0.85,13.88,0,card,C011439,47.52,0.488
ORD0013790,V00922,2023-10-21,6,89.31,3.08,14.02,0,card,C011156,75.29,0.256
ORD0013791,V00265,2023-12-16,2,111.5,2.0,10.84,0,cash,C003131,100.66,0.071
ORD0013792,V00660,2023-11-18,7,57.11,2.69,13.25,0,card,C000230,43.86,0.524
ORD0013793,V00184,2023-05-01,6,58.19,0.58,7.51,0,card,C000094,50.68,0.515
ORD0013794,V00227,2023-03-25,3,31.0,4.43,0.4,0,card,C007898,30.6,0.742
ORD0013795,V00804,2024-02-23,1,25.61,3.84,11.04,0,card,C000074,14.57,0.787
ORD0013796,V00548,2024-03-07,7,9.44,3.18,4.78,0,cash,C009168,4.66,0.921
ORD0013797,V00246,2024-06-01,3,99.02,1.08,0.96,0,wallet,C006904,98.06,0.175
ORD0013798,V00073,2023-06-01,2,51.27,1.04,9.54,0,card,C014320,41.73,0.573
ORD0013799,V00150,2024-08-12,3,13.42,1.21,3.04,0,card,C014557,10.38,0.888
ORD0013800,V00513,2024-05-21,5,68.38,4.72,12.13,0,card,C001148,56.25,0.43
ORD0013801,V00069,2024-10-09,4,43.57,2.16,13.8,0,card,C009135,29.77,0.637
ORD0013802,V00969,2023-07-22,1,116.72,2.25,12.9,0,wallet,C007140,103.82,0.027
ORD0013803,V00805,2023-07-04,1,56.5,2.13,11.67,0,card,C009880,44.83,0.529
ORD0013804,V00230,2024-04-09,5,16.82,0.76,1.5,0,wallet,C013327,15.32,0.86
ORD0013805,V00723,2023-01-16,6,78.4,5.1,6.19,0,cash,C004973,72.21,0.347
ORD0013806,V00072,2023-06-20,7,96.25,3.41,12.44,0,cash,C008241,83.81,0.198
ORD0013807,V00875,2023-05-04,7,71.85,5.96,2.35,0,card,C013530,69.5,0.401
ORD0013808,V00608,2024-03-04,7,94.1,3.1,14.57,0,card,C004883,79.53,0.216
ORD0013809,V00397,2023-09-27,3,39.47,4.13,10.97,0,wallet,C006453,28.5,0.671
ORD0013810,V00084,2024-07-21,1,66.1,4.85,8.1,0,cash,C011162,58.0,0.449
ORD0013811,V00740,2024-12-29,6,100.11,4.89,12.09,0,wallet,C007478,88.02,0.166
ORD0013812,V00299,2024-04-26,7,13.64,2.63,14.57,0,card,C004672,-0.93,0.886
ORD0013813,V00748,2023-04-14,7,34.83,2.28,0.88,1,wallet,C007642,33.95,0.71
ORD0013814,V00293,2023-05-10,2,77.09,0.89,9.88,0,cash,C011782,67.21,0.358
ORD0013815,V00734,2023-02-04,7,63.19,4.61,14.47,0,cash,C010324,48.72,0.473
ORD0013816,V00970,2024-03-17,2,93.51,3.75,4.88,0,wallet,C012341,88.63,0.221
ORD0013817,V00223,2023-01-25,3,25.49,1.02,8.85,0,cash,C005736,16.64,0.788
ORD0013818,V00793,2024-12-07,2,102.44,2.98,13.42,0,card,C002756,89.02,0.146
ORD0013819,V00733,2023-06-20,7,76.13,3.41,8.92,0,wallet,C012176,67.21,0.366
ORD0013820,V00216,2023-03-16,4,28.38,5.18,2.96,0,card,C010155,25.42,0.763
ORD0013821,V00231,2023-05-16,5,11.5,0.52,1.83,0,cash,C001606,9.67,0.904
ORD0013822,V00405,2024-06-11,7,117.93,0.97,3.7,1,cash,C004406,114.23,0.017
ORD0013823,V00169,2024-06-26,1,56.06,3.2,5.83,0,cash,C008974,50.23,0.533
ORD0013824,V00329,2024-02-02,6,35.77,0.27,9.68,0,card,C004090,26.09,0.702
ORD0013825,V00426,2024-03-08,5,25.73,2.3,9.64,0,card,C012124,16.09,0.786
ORD0013826,V00554,2023-12-29,3,33.08,0.09,2.1,0,card,C006009,30.98,0.724
ORD0013827,V00770,2023-05-11,5,61.32,1.54,0.66,0,cash,C010590,60.66,0.489
ORD0013828,V00196,2024-02-16,1,103.08,0.97,1.05,0,card,C006240,102.03,0.141
ORD0013829,V00904,2024-12-14,7,28.98,1.71,0.69,0,card,C014245,28.29,0.758
ORD0013830,V00608,2024-07-24,6,47.34,4.6,7.85,0,card,C005949,39.49,0.605
ORD0013831,V00829,2023-09-05,1,96.69,2.08,5.78,0,card,C000678,90.91,0.194
ORD0013832,V00526,2024-12-30,3,81.41,5.35,4.77,0,card,C009110,76.64,0.322
ORD0013833,V00625,2023-10-28,1,8.3,1.66,14.04,0,card,C010454,-5.74,0.931
ORD0013834,V00077,2023-05-02,2,33.79,0.77,8.05,1,wallet,C012634,25.74,0.718
ORD0013835,V00277,2023-12-11,6,19.65,0.36,13.26,0,card,C006243,6.39,0.836
ORD0013836,V00920,2023-12-11,6,9.75,5.94,12.01,0,card,C009362,-2.26,0.919
ORD0013837,V00946,2024-08-28,5,113.93,0.58,7.93,0,cash,C002235,106.0,0.051
ORD0013838,V00466,2024-09-15,4,76.41,2.17,8.74,0,wallet,C010889,67.67,0.363
ORD0013839,V00941,2024-09-23,4,67.3,5.07,4.7,0,card,C013737,62.6,0.439
ORD0013840,V00448,2023-04-21,4,103.91,1.36,9.05,0,card,C002284,94.86,0.134
ORD0013841,V00320,2023-02-16,3,73.02,0.39,1.63,0,wallet,C007506,71.39,0.391
ORD0013842,V01000,2023-03-17,4,71.43,3.24,5.6,0,card,C013836,65.83,0.405
ORD0013843,V00922,2023-12-30,6,28.22,0.21,7.42,1,card,C014165,20.8,0.765
ORD0013844,V00160,2024-04-04,7,76.34,4.31,7.69,0,card,C010824,68.65,0.364
ORD0013845,V00492,2024-02-23,6,81.82,3.6,10.47,0,card,C000012,71.35,0.318
ORD0013846,V00313,2024-10-07,5,106.36,1.39,10.71,0,card,C012228,95.65,0.114
ORD0013847,V00631,2024-04-05,1,53.91,2.94,10.67,0,wallet,C002830,43.24,0.551
ORD0013848,V00949,2024-03-22,2,28.45,0.04,13.76,0,cash,C005455,14.69,0.763
ORD0013849,V00161,2023-10-24,7,70.47,3.25,8.88,0,cash,C013415,61.59,0.413
ORD0013850,V00308,2024-05-03,4,116.84,4.64,11.12,0,wallet,C002133,105.72,0.026
ORD0013851,V00863,2024-12-17,4,13.66,0.35,1.21,0,card,C011100,12.45,0.886
ORD0013852,V00146,2023-05-18,7,5.4,1.35,10.22,0,card,C011194,-4.82,0.955
ORD0013853,V00675,2023-07-07,4,9.13,3.74,3.37,0,card,C006046,5.76,0.924
ORD0013854,V00396,2024-08-26,2,100.61,0.29,7.68,1,card,C013154,92.93,0.162
ORD0013855,V00691,2024-06-05,5,5.13,4.88,9.83,0,wallet,C013137,-4.7,0.957
ORD0013856,V00089,2023-03-27,7,30.48,1.94,3.84,0,card,C010407,26.64,0.746
ORD0013857,V00735,2023-06-05,7,117.88,1.26,7.37,0,card,C010945,110.51,0.018
ORD0013858,V00778,2023-01-08,4,90.77,5.1,7.58,0,card,C011581,83.19,0.244
ORD0013859,V00751,2024-08-30,1,30.16,3.92,10.77,0,card,C004329,19.39,0.749
ORD0013860,V00308,2024-08-30,3,30.52,5.38,14.04,0,wallet,C014620,16.48,0.746
ORD0013861,V00546,2024-01-14,2,57.71,2.34,7.94,0,card,C010255,49.77,0.519
ORD0013862,V00371,2024-11-21,5,13.74,5.87,0.31,0,cash,C001693,13.43,0.885
ORD0013863,V00451,2024-10-26,6,80.1,5.72,4.42,0,card,C013042,75.68,0.332
ORD0013864,V00167,2024-04-09,1,62.11,3.41,0.94,0,card,C001812,61.17,0.482
ORD0013865,V00392,2024-01-24,2,53.22,4.36,3.99,0,card,C012223,49.23,0.556
ORD0013866,V00637,2023-11-25,6,61.38,2.23,14.42,0,card,C010944,46.96,0.488
ORD0013867,V00736,2024-03-25,2,36.26,0.35,11.1,0,wallet,C001018,25.16,0.698
ORD0013868,V00491,2023-06-30,3,29.56,1.98,9.5,0,cash,C014618,20.06,0.754
ORD0013869,V00925,2024-06-04,3,12.88,1.54,14.94,0,card,C012296,-2.06,0.893
ORD0013870,V00150,2024-08-25,6,76.93,0.81,12.04,0,card,C014324,64.89,0.359
ORD0013871,V00468,2023-10-14,6,61.82,2.91,0.68,0,wallet,C006029,61.14,0.485
ORD0013872,V00966,2023-04-10,5,86.77,5.59,13.86,0,card,C005818,72.91,0.277
ORD0013873,V00701,2023-08-26,4,107.85,5.29,8.79,1,wallet,C012106,99.06,0.101
ORD0013874,V00043,2023-11-01,7,119.2,1.69,8.39,0,card,C006726,110.81,0.007
ORD0013875,V00945,2024-05-20,6,31.16,5.99,9.45,0,cash,C002916,21.71,0.74
ORD0013876,V00029,2023-12-16,3,24.31,5.45,1.41,0,card,C010705,22.9,0.797
ORD0013877,V00874,2023-02-19,5,109.89,0.56,11.67,0,card,C004969,98.22,0.084
ORD0013878,V00632,2024-07-31,2,51.18,1.45,9.13,0,card,C001175,42.05,0.573
ORD0013879,V00849,2024-06-14,7,97.4,1.97,3.3,0,card,C002341,94.1,0.188
ORD0013880,V00031,2024-06-21,4,20.56,1.34,4.84,1,card,C006928,15.72,0.829
ORD0013881,V00693,2024-08-16,1,38.91,0.84,3.17,0,card,C010809,35.74,0.676
ORD0013882,V00674,2024-06-04,2,6.27,2.41,6.54,0,card,C006688,-0.27,0.948
ORD0013883,V00128,2024-03-12,7,118.84,3.54,12.38,0,card,C007303,106.46,0.01
ORD0013884,V00767,2023-10-20,5,5.65,4.58,13.78,0,cash,C006896,-8.13,0.953
ORD0013885,V00294,2023-11-27,1,24.74,5.37,8.36,0,card,C014686,16.38,0.794
ORD0013886,V00441,2024-01-29,7,69.11,2.24,10.79,0,card,C010566,58.32,0.424
ORD0013887,V00869,2023-11-23,2,102.79,3.79,1.68,0,wallet,C008314,101.11,0.143
ORD0013888,V00388,2023-07-02,3,96.32,2.85,12.83,0,card,C000429,83.49,0.197
ORD0013889,V00766,2023-05-27,5,34.11,4.18,9.87,0,card,C012878,24.24,0.716
ORD0013890,V00642,2023-02-12,1,106.23,4.38,9.79,0,wallet,C010607,96.44,0.115
ORD0013891,V00524,2023-08-04,6,13.01,0.11,5.55,0,card,C009333,7.46,0.892
ORD0013892,V00547,2024-03-16,3,43.16,4.15,4.83,0,card,C013557,38.33,0.64
ORD0013893,V00710,2024-06-15,6,35.25,0.3,14.53,0,card,C004347,20.72,0.706
ORD0013894,V00760,2023-10-12,6,80.42,1.36,6.48,0,wallet,C000809,73.94,0.33
ORD0013895,V00110,2024-08-11,1,9.4,1.74,6.34,0,card,C012108,3.06,0.922
ORD0013896,V00328,2024-09-22,4,103.25,3.61,12.18,0,cash,C005130,91.07,0.14
ORD0013897,V00405,2023-11-18,7,115.56,1.59,14.39,0,card,C009314,101.17,0.037
ORD0013898,V00245,2023-04-12,7,32.17,2.86,11.05,0,card,C006592,21.12,0.732
ORD0013899,V00762,2023-12-22,4,108.73,3.58,6.87,0,cash,C004952,101.86,0.094
ORD0013900,V00878,2023-10-19,5,109.22,5.78,2.56,0,card,C007928,106.66,0.09
ORD0013901,V00829,2023-06-19,1,77.03,3.87,3.32,0,card,C000581,73.71,0.358
ORD0013902,V00163,2023-05-02,7,63.3,4.28,7.61,0,cash,C004070,55.69,0.472
ORD0013903,V00560,2023-10-22,4,94.09,2.07,1.97,0,card,C003284,92.12,0.216
ORD0013904,V00399,2023-10-08,2,64.57,2.59,9.92,0,card,C006952,54.65,0.462
ORD0013905,V00583,2024-05-13,2,90.59,0.81,10.59,0,card,C013460,80.0,0.245
ORD0013906,V00399,2024-03-25,4,15.67,2.04,7.08,0,card,C004369,8.59,0.869
ORD0013907,V00493,2023-08-18,7,37.8,0.46,8.77,1,card,C002794,29.03,0.685
ORD0013908,V00646,2023-06-23,6,50.35,2.23,11.71,1,card,C013785,38.64,0.58
ORD0013909,V00239,2023-10-23,6,28.58,4.4,10.55,0,card,C004736,18.03,0.762
ORD0013910,V00465,2023-09-23,4,31.49,4.18,11.78,0,card,C013802,19.71,0.738
ORD0013911,V00580,2024-09-12,5,92.59,3.41,9.03,0,wallet,C012545,83.56,0.228
ORD0013912,V00790,2023-04-19,6,24.96,2.87,7.6,0,card,C005324,17.36,0.792
ORD0013913,V00032,2023-08-26,5,17.9,4.94,10.08,0,card,C012448,7.82,0.851
ORD0013914,V00123,2024-11-13,2,37.24,5.91,9.95,0,card,C003254,27.29,0.69
ORD0013915,V00534,2023-10-13,3,23.41,5.95,14.75,0,card,C011717,8.66,0.805
ORD0013916,V00667,2023-05-25,1,28.36,0.11,1.21,0,card,C002554,27.15,0.764
ORD0013917,V00110,2023-04-09,3,95.04,0.65,5.91,0,card,C000385,89.13,0.208
ORD0013918,V00271,2023-07-31,5,55.72,2.16,10.06,1,cash,C007048,45.66,0.536
ORD0013919,V00380,2024-07-19,6,54.92,3.8,0.64,0,wallet,C005246,54.28,0.542
ORD0013920,V00300,2024-06-04,3,65.36,3.77,7.12,0,card,C004435,58.24,0.455
ORD0013921,V00627,2023-06-22,5,15.25,5.19,14.75,0,cash,C013933,0.5,0.873
ORD0013922,V00982,2023-01-29,7,118.53,3.21,2.55,0,wallet,C011903,115.98,0.012
ORD0013923,V00732,2024-09-04,3,102.42,1.48,4.36,0,card,C012002,98.06,0.146
ORD0013924,V00742,2023-02-10,2,38.67,0.89,6.46,0,card,C003686,32.21,0.678
ORD0013925,V00764,2024-07-06,5,11.53,2.97,4.67,0,card,C002298,6.86,0.904
ORD0013926,V00249,2024-07-04,2,75.99,5.87,2.63,0,card,C006685,73.36,0.367
ORD0013927,V00521,2023-07-19,3,73.09,3.57,6.21,0,card,C010387,66.88,0.391
ORD0013928,V00034,2023-01-07,4,40.64,0.52,5.33,0,wallet,C001101,35.31,0.661
ORD0013929,V00228,2024-05-15,4,44.17,0.28,14.64,0,card,C004833,29.53,0.632
ORD0013930,V00585,2023-01-27,1,65.46,4.18,10.59,0,card,C003616,54.87,0.454
ORD0013931,V00399,2024-01-14,7,106.11,4.21,8.36,0,cash,C004889,97.75,0.116
ORD0013932,V00958,2023-07-28,4,17.56,3.59,5.17,0,wallet,C014230,12.39,0.854
ORD0013933,V00813,2023-10-16,7,63.63,4.24,12.93,0,card,C000962,50.7,0.47
ORD0013934,V00724,2024-08-07,1,55.26,1.56,0.64,0,card,C011395,54.62,0.539
ORD0013935,V00584,2024-03-12,3,58.64,2.77,3.24,0,card,C010908,55.4,0.511
ORD0013936,V00570,2024-03-31,1,109.62,3.3,9.55,0,wallet,C014839,100.07,0.086
ORD0013937,V00220,2024-06-17,1,67.6,0.56,0.07,0,wallet,C014660,67.53,0.437
ORD0013938,V00371,2023-05-10,1,84.92,5.57,9.5,0,card,C013781,75.42,0.292
ORD0013939,V00787,2024-04-09,7,109.96,4.14,13.39,0,cash,C012558,96.57,0.084
ORD0013940,V00761,2023-10-30,2,39.78,5.21,4.96,0,card,C013638,34.82,0.668
ORD0013941,V00528,2023-04-23,7,46.25,0.75,14.79,0,card,C003404,31.46,0.615
ORD0013942,V00075,2024-12-24,7,31.06,2.76,11.06,0,card,C007840,20.0,0.741
ORD0013943,V00618,2023-05-03,1,79.96,5.0,5.26,0,wallet,C001167,74.7,0.334
ORD0013944,V00136,2024-03-31,6,34.19,4.28,4.27,0,cash,C005657,29.92,0.715
ORD0013945,V00929,2024-03-18,5,31.99,3.46,11.23,0,wallet,C002448,20.76,0.733
ORD0013946,V00074,2024-05-20,3,118.48,0.08,0.57,0,cash,C014576,117.91,0.013
ORD0013947,V00254,2023-09-27,2,85.19,3.27,6.11,0,card,C013794,79.08,0.29
ORD0013948,V00018,2023-03-30,5,98.65,2.01,8.58,1,card,C011654,90.07,0.178
ORD0013949,V00931,2023-05-21,3,116.41,0.25,0.78,0,card,C004367,115.63,0.03
ORD0013950,V00043,2023-10-13,7,116.67,1.67,2.99,0,card,C003115,113.68,0.028
ORD0013951,V00050,2024-11-15,2,43.31,4.68,1.62,0,card,C013024,41.69,0.639
ORD0013952,V00515,2023-04-30,7,64.66,5.88,13.22,0,wallet,C001963,51.44,0.461
ORD0013953,V00744,2023-12-29,3,111.19,2.46,12.11,0,card,C000705,99.08,0.073
ORD0013954,V00731,2023-03-22,4,7.95,0.58,6.44,1,card,C009973,1.51,0.934
ORD0013955,V00571,2023-08-16,3,110.36,5.49,3.91,0,cash,C001065,106.45,0.08
ORD0013956,V00796,2023-03-18,4,103.67,0.41,9.91,0,wallet,C005492,93.76,0.136
ORD0013957,V00814,2023-12-01,7,58.82,1.92,7.89,0,wallet,C011073,50.93,0.51
ORD0013958,V00576,2023-06-10,4,64.45,0.98,9.04,0,cash,C013817,55.41,0.463
ORD0013959,V00582,2024-06-03,6,10.48,1.51,8.44,0,card,C006739,2.04,0.913
ORD0013960,V00303,2023-12-10,3,68.91,3.91,8.53,0,wallet,C008741,60.38,0.426
ORD0013961,V00142,2023-10-10,7,19.16,0.26,10.64,0,card,C004055,8.52,0.84
ORD0013962,V00903,2024-04-09,7,35.35,2.29,0.73,0,card,C010659,34.62,0.705
ORD0013963,V00202,2024-10-07,4,97.46,0.03,3.91,0,cash,C014916,93.55,0.188
ORD0013964,V00207,2024-06-09,6,63.04,2.48,7.94,0,card,C000495,55.1,0.475
ORD0013965,V00415,2024-11-19,2,91.47,2.77,2.28,0,card,C010144,89.19,0.238
ORD0013966,V00221,2023-03-17,4,112.16,4.99,2.31,0,card,C014970,109.85,0.065
ORD0013967,V00362,2024-12-24,1,24.68,3.04,0.07,0,wallet,C014636,24.61,0.794
ORD0013968,V00758,2024-12-05,2,34.84,0.95,14.94,0,cash,C012078,19.9,0.71
ORD0013969,V00081,2023-11-19,7,72.5,3.6,8.59,0,wallet,C005983,63.91,0.396
ORD0013970,V00763,2023-02-09,6,114.2,1.5,4.51,0,cash,C003945,109.69,0.048
