vendor_id,vendor_name,country,city,cuisine_type,vendor_tier,rating,avg_prep_time_min,is_active,total_orders,avg_order_value,avg_discount,avg_affordability_score,avg_delivery_fee,total_revenue,unique_customers,avg_items_per_order,affordability_segment,performance_tier
V00477,Restaurant_477,Saudi Arabia,Istanbul,Fast Food,Budget,3.2,19,True,45,60.22,7.87,0.498,3.29,2355.52,45,3.7,Mid Affordability,Low Performer
V00223,Restaurant_223,Bangladesh,Dubai,Fast Food,Budget,4.7,29,False,44,56.39,6.72,0.53,2.84,2185.72,44,4.1,Mid Affordability,Low Performer
V00550,Restaurant_550,Bangladesh,Dhaka,Fast Food,Budget,3.3,34,True,53,66.9,7.61,0.442,3.22,3142.07,52,4.2,Mid Affordability,Low Performer
V00128,Restaurant_128,UAE,Berlin,Fast Food,Premium,3.2,40,False,47,63.29,8.25,0.473,2.77,2586.86,47,4.4,Mid Affordability,Low Performer
V00267,Restaurant_267,Germany,Dubai,Healthy,Premium,4.8,29,False,34,57.75,7.28,0.519,2.82,1716.06,33,4.1,Mid Affordability,Low Performer
V00353,Restaurant_353,Bangladesh,Riyadh,Turkish,Budget,3.6,35,False,40,62.31,9.06,0.481,3.29,2129.72,40,4.5,Mid Affordability,Low Performer
V00593,Restaurant_593,Turkey,Sarajevo,Fast Food,Standard,3.7,34,False,43,60.72,7.07,0.494,2.57,2307.0,43,3.8,Mid Affordability,Low Performer
V00621,Restaurant_621,UAE,Dubai,Indian,Standard,4.2,32,True,50,61.35,7.4,0.489,3.0,2697.57,50,3.9,Mid Affordability,Low Performer
V00862,Restaurant_862,Saudi Arabia,Riyadh,Asian,Budget,4.1,14,True,41,60.3,8.6,0.497,2.72,2119.97,41,3.8,Mid Affordability,Low Performer
V00414,Restaurant_414,Taiwan,Dhaka,Turkish,Standard,4.1,31,True,38,65.49,7.82,0.454,2.9,2191.49,38,3.7,Mid Affordability,Low Performer
V00019,Restaurant_19,Turkey,Taipei,Asian,Budget,3.8,22,True,50,63.76,8.03,0.469,3.46,2786.11,50,3.9,Mid Affordability,Low Performer
V00465,Restaurant_465,Germany,Sarajevo,Fast Food,Standard,3.8,29,True,48,54.9,6.89,0.542,3.15,2304.26,48,4.4,Mid Affordability,Low Performer
V00033,Restaurant_33,Germany,Riyadh,Turkish,Budget,4.0,33,True,41,66.33,7.69,0.447,3.24,2403.97,41,3.5,Mid Affordability,Low Performer
V00111,Restaurant_111,Turkey,Dubai,Italian,Standard,4.6,29,True,50,62.62,8.34,0.478,2.93,2713.81,50,4.0,Mid Affordability,Low Performer
V00417,Restaurant_417,Saudi Arabia,Berlin,Fast Food,Budget,3.3,39,True,40,64.06,8.26,0.466,2.76,2231.94,40,4.1,Mid Affordability,Low Performer
V00122,Restaurant_122,Germany,Sarajevo,Fast Food,Premium,3.2,19,True,37,70.12,8.05,0.416,2.98,2296.79,36,3.2,Mid Affordability,Low Performer
V00322,Restaurant_322,Turkey,Sarajevo,Dessert,Standard,4.1,41,True,49,58.9,7.12,0.509,3.04,2537.43,49,3.7,Mid Affordability,Low Performer
V00519,Restaurant_519,UAE,Dhaka,Italian,Standard,3.5,18,True,52,65.17,6.91,0.457,2.61,3029.72,52,4.0,Mid Affordability,Low Performer
V00261,Restaurant_261,Turkey,Taipei,Mexican,Premium,3.0,35,True,53,58.3,8.01,0.514,3.32,2665.23,53,4.0,Mid Affordability,Low Performer
V00766,Restaurant_766,Bangladesh,Berlin,Asian,Standard,4.6,35,False,48,64.9,7.92,0.459,3.21,2735.06,48,4.0,Mid Affordability,Low Performer
V00678,Restaurant_678,Taiwan,Riyadh,Asian,Budget,2.7,34,True,55,68.27,7.85,0.431,2.85,3322.92,55,3.9,Mid Affordability,Low Performer
V00090,Restaurant_90,Bosnia,Riyadh,Fast Food,Standard,4.6,42,False,51,60.93,7.87,0.492,3.2,2706.06,51,4.0,Mid Affordability,Low Performer
V00606,Restaurant_606,Taiwan,Taipei,Dessert,Standard,3.7,31,True,62,64.87,7.91,0.459,2.72,3531.76,62,3.7,Mid Affordability,Low Performer
V00084,Restaurant_84,Bangladesh,Sarajevo,Indian,Premium,4.2,22,True,41,58.87,6.98,0.509,3.42,2127.85,41,3.9,Mid Affordability,Low Performer
V00342,Restaurant_342,UAE,Istanbul,Fast Food,Budget,3.0,18,True,59,69.73,8.32,0.419,2.65,3623.24,59,4.2,Mid Affordability,Low Performer
V00637,Restaurant_637,Taiwan,Taipei,Dessert,Standard,3.7,37,True,55,62.43,7.68,0.48,2.82,3011.33,55,4.2,Mid Affordability,Low Performer
V00204,Restaurant_204,Bangladesh,Riyadh,Fast Food,Standard,4.2,33,True,45,63.16,7.34,0.474,2.8,2511.64,45,4.5,Mid Affordability,Low Performer
V00994,Restaurant_994,Saudi Arabia,Riyadh,Asian,Standard,2.6,24,True,48,64.46,6.45,0.463,3.22,2784.49,48,4.0,Mid Affordability,Low Performer
V00333,Restaurant_333,Bangladesh,Berlin,Dessert,Premium,4.8,11,True,63,57.21,8.2,0.523,2.85,3087.59,63,3.9,Mid Affordability,Low Performer
V00112,Restaurant_112,Germany,Dubai,Mexican,Budget,4.8,20,False,56,59.96,7.15,0.5,2.99,2957.38,56,3.7,Mid Affordability,Low Performer
V00036,Restaurant_36,Bosnia,Dubai,Asian,Budget,3.4,27,True,51,58.8,7.13,0.51,3.21,2635.05,51,4.3,Mid Affordability,Low Performer
V00439,Restaurant_439,Bangladesh,Riyadh,Turkish,Budget,3.1,11,True,45,67.8,7.83,0.435,3.23,2698.87,45,3.8,Mid Affordability,Low Performer
V00534,Restaurant_534,Turkey,Riyadh,Indian,Standard,4.0,20,False,42,58.63,7.6,0.511,3.38,2142.97,42,4.3,Mid Affordability,Low Performer
V00649,Restaurant_649,Turkey,Dhaka,Healthy,Standard,3.9,12,True,59,63.05,7.47,0.475,3.46,3279.57,59,4.0,Mid Affordability,Low Performer
V00861,Restaurant_861,Saudi Arabia,Taipei,Turkish,Budget,4.1,37,True,58,67.37,7.77,0.439,2.7,3457.17,58,3.7,Mid Affordability,Low Performer
V00429,Restaurant_429,Bosnia,Dhaka,Dessert,Budget,3.9,29,True,38,67.6,7.48,0.437,3.7,2284.46,38,3.8,Mid Affordability,Low Performer
V00998,Restaurant_998,Bosnia,Taipei,Indian,Budget,4.8,41,True,47,68.24,8.2,0.431,2.87,2822.11,47,3.9,Mid Affordability,Low Performer
V00638,Restaurant_638,UAE,Taipei,Italian,Budget,2.7,20,True,44,70.52,7.53,0.412,2.84,2771.53,44,3.9,Mid Affordability,Low Performer
V00130,Restaurant_130,Germany,Riyadh,Healthy,Budget,4.0,20,True,47,69.98,7.95,0.417,2.87,2915.09,47,4.1,Mid Affordability,Low Performer
V00381,Restaurant_381,UAE,Sarajevo,Indian,Budget,3.2,25,True,55,72.23,7.68,0.398,2.98,3550.34,55,4.0,Low Affordability,Low Performer
V00276,Restaurant_276,Saudi Arabia,Riyadh,Asian,Budget,3.1,44,True,43,59.9,8.33,0.501,3.32,2217.6,42,4.7,Mid Affordability,Low Performer
V00488,Restaurant_488,Germany,Riyadh,Italian,Budget,4.5,34,True,39,58.33,8.6,0.514,2.96,1939.48,39,4.4,Mid Affordability,Low Performer
V00992,Restaurant_992,Bosnia,Dhaka,Dessert,Standard,2.5,26,True,47,65.94,7.79,0.45,2.93,2733.05,47,4.3,Mid Affordability,Low Performer
V00528,Restaurant_528,Germany,Dubai,Mexican,Standard,4.3,42,True,49,60.92,7.21,0.492,2.97,2631.77,49,4.1,Mid Affordability,Low Performer
V00232,Restaurant_232,Germany,Istanbul,Indian,Premium,3.1,27,True,51,62.34,8.69,0.481,3.15,2735.89,51,3.9,Mid Affordability,Low Performer
V00437,Restaurant_437,Turkey,Berlin,Turkish,Budget,3.3,19,True,37,63.84,6.75,0.468,3.21,2112.55,37,4.1,Mid Affordability,Low Performer
V00017,Restaurant_17,Bangladesh,Taipei,Mexican,Standard,3.8,44,True,55,64.19,7.79,0.465,2.84,3101.63,55,3.7,Mid Affordability,Low Performer
V00790,Restaurant_790,Taiwan,Sarajevo,Mexican,Premium,3.9,29,True,49,64.92,7.32,0.459,2.94,2822.24,49,3.8,Mid Affordability,Low Performer
V00877,Restaurant_877,Taiwan,Dubai,Italian,Standard,3.4,20,True,41,58.19,8.2,0.515,3.24,2049.7,41,4.0,Mid Affordability,Low Performer
V00305,Restaurant_305,UAE,Berlin,Fast Food,Standard,3.3,39,True,38,51.89,8.17,0.568,2.72,1661.35,38,4.1,Mid Affordability,Low Performer
V00984,Restaurant_984,Bangladesh,Istanbul,Mexican,Budget,2.5,40,False,56,58.48,7.32,0.513,2.36,2864.66,56,3.7,Mid Affordability,Low Performer
V00943,Restaurant_943,Taiwan,Riyadh,Asian,Standard,4.1,43,True,48,58.63,8.2,0.511,2.9,2420.75,48,4.1,Mid Affordability,Low Performer
V00711,Restaurant_711,Turkey,Sarajevo,Fast Food,Standard,3.4,12,True,49,69.6,7.82,0.42,2.79,3027.39,49,4.2,Mid Affordability,Low Performer
V00025,Restaurant_25,Taiwan,Sarajevo,Asian,Standard,3.2,18,True,47,60.07,7.73,0.499,3.03,2459.91,47,3.7,Mid Affordability,Low Performer
V00916,Restaurant_916,Germany,Dubai,Mexican,Budget,3.3,38,True,56,62.54,7.22,0.479,2.78,3097.94,55,4.1,Mid Affordability,Low Performer
V00968,Restaurant_968,Germany,Dubai,Fast Food,Premium,3.9,33,True,44,68.02,6.48,0.433,3.44,2707.85,44,3.7,Mid Affordability,Low Performer
V00661,Restaurant_661,Germany,Taipei,Italian,Premium,4.8,35,False,41,57.9,8.17,0.517,2.76,2039.07,41,4.0,Mid Affordability,Low Performer
V00850,Restaurant_850,Bangladesh,Istanbul,Asian,Standard,2.8,38,True,58,60.03,6.91,0.5,3.05,3081.19,58,3.9,Mid Affordability,Low Performer
V00280,Restaurant_280,Germany,Taipei,Fast Food,Budget,4.2,36,True,44,60.01,7.43,0.5,2.83,2313.48,44,3.9,Mid Affordability,Low Performer
V00462,Restaurant_462,Turkey,Dubai,Mexican,Budget,2.9,38,False,47,65.67,7.98,0.453,2.96,2711.39,46,4.3,Mid Affordability,Low Performer
V00620,Restaurant_620,Taiwan,Istanbul,Italian,Standard,4.5,41,True,45,65.28,6.65,0.456,3.33,2638.43,45,3.7,Mid Affordability,Low Performer
V00022,Restaurant_22,Bangladesh,Dubai,Fast Food,Standard,4.9,40,True,42,60.63,7.25,0.495,2.94,2241.96,42,4.3,Mid Affordability,Low Performer
V00444,Restaurant_444,Bosnia,Dubai,Asian,Premium,2.8,27,True,46,52.51,7.87,0.562,3.17,2053.41,46,3.9,Mid Affordability,Low Performer
V00951,Restaurant_951,Bosnia,Istanbul,Mexican,Standard,4.0,29,True,31,63.11,8.37,0.474,3.02,1696.71,31,3.7,Mid Affordability,Low Performer
V00733,Restaurant_733,Turkey,Dubai,Turkish,Budget,4.8,28,True,50,62.52,7.25,0.479,2.91,2763.4,50,4.5,Mid Affordability,Low Performer
V00392,Restaurant_392,UAE,Berlin,Healthy,Standard,3.1,23,True,51,61.55,6.71,0.487,3.32,2796.9,51,3.9,Mid Affordability,Low Performer
V00522,Restaurant_522,Taiwan,Sarajevo,Dessert,Standard,4.1,28,True,50,56.85,7.07,0.526,2.85,2488.77,50,4.3,Mid Affordability,Low Performer
V00696,Restaurant_696,UAE,Riyadh,Italian,Standard,2.8,11,True,35,73.36,7.97,0.389,3.05,2288.85,35,4.0,Low Affordability,Low Performer
V00827,Restaurant_827,Taiwan,Sarajevo,Asian,Standard,4.2,22,True,34,70.8,7.15,0.41,3.6,2164.12,34,3.8,Mid Affordability,Low Performer
V00535,Restaurant_535,Taiwan,Berlin,Healthy,Premium,2.9,25,False,44,55.6,6.81,0.537,3.13,2146.56,43,3.5,Mid Affordability,Low Performer
V00165,Restaurant_165,Bosnia,Dhaka,Asian,Budget,2.9,15,True,48,65.61,6.99,0.453,2.95,2813.7,48,4.1,Mid Affordability,Low Performer
V00846,Restaurant_846,Germany,Dubai,Dessert,Budget,2.6,19,True,51,62.64,7.12,0.478,3.27,2831.5,51,4.3,Mid Affordability,Low Performer
V00684,Restaurant_684,Germany,Dhaka,Indian,Budget,4.9,25,True,39,58.32,8.62,0.514,2.81,1938.45,39,4.2,Mid Affordability,Low Performer
V00321,Restaurant_321,Bangladesh,Sarajevo,Italian,Standard,4.7,20,True,42,66.07,6.84,0.449,2.61,2487.82,42,4.0,Mid Affordability,Low Performer
V00187,Restaurant_187,Taiwan,Dubai,Fast Food,Budget,3.7,22,True,45,67.1,7.81,0.441,3.03,2668.35,45,3.7,Mid Affordability,Low Performer
V00713,Restaurant_713,Taiwan,Dubai,Turkish,Premium,2.8,12,True,37,66.24,6.81,0.448,2.95,2198.7,37,4.1,Mid Affordability,Low Performer
V00201,Restaurant_201,Bangladesh,Istanbul,Dessert,Standard,2.8,37,True,43,62.38,8.27,0.48,3.42,2327.04,43,4.4,Mid Affordability,Low Performer
V00294,Restaurant_294,Bangladesh,Dhaka,Turkish,Standard,3.2,16,True,51,61.97,8.19,0.484,2.78,2742.82,51,4.2,Mid Affordability,Low Performer
V00030,Restaurant_30,Taiwan,Dubai,Healthy,Standard,3.7,32,True,52,70.99,8.06,0.408,3.05,3272.21,52,3.3,Mid Affordability,Low Performer
V00762,Restaurant_762,Bangladesh,Dhaka,Indian,Standard,3.0,26,True,48,64.25,6.05,0.465,2.99,2793.74,48,4.1,Mid Affordability,Low Performer
V00868,Restaurant_868,Bosnia,Dhaka,Healthy,Standard,3.7,34,True,45,66.68,7.0,0.444,2.94,2685.65,45,4.2,Mid Affordability,Low Performer
V00107,Restaurant_107,Taiwan,Taipei,Mexican,Premium,4.1,35,True,57,61.98,8.15,0.483,2.78,3068.36,57,4.2,Mid Affordability,Low Performer
V00370,Restaurant_370,Saudi Arabia,Riyadh,Italian,Standard,4.5,42,True,42,71.8,8.34,0.402,3.14,2665.07,42,4.3,Mid Affordability,Low Performer
V00526,Restaurant_526,Bangladesh,Sarajevo,Italian,Standard,4.4,32,False,44,61.38,7.15,0.489,2.81,2386.03,44,3.7,Mid Affordability,Low Performer
V00185,Restaurant_185,Bosnia,Riyadh,Italian,Premium,4.6,43,True,34,70.56,6.84,0.412,3.2,2166.39,34,3.9,Mid Affordability,Low Performer
V00615,Restaurant_615,Turkey,Dhaka,Healthy,Budget,3.1,31,True,54,67.93,6.93,0.434,2.93,3293.87,53,4.2,Mid Affordability,Low Performer
V00492,Restaurant_492,Taiwan,Sarajevo,Fast Food,Budget,3.2,30,True,46,52.83,6.81,0.56,3.15,2117.03,46,4.4,Mid Affordability,Low Performer
V00188,Restaurant_188,Bosnia,Riyadh,Mexican,Standard,2.8,17,True,42,67.74,7.87,0.436,3.27,2514.27,42,3.6,Mid Affordability,Low Performer
V00676,Restaurant_676,Bosnia,Istanbul,Fast Food,Standard,4.5,35,True,45,65.12,7.75,0.457,2.95,2581.59,44,3.9,Mid Affordability,Low Performer
V00365,Restaurant_365,UAE,Dubai,Mexican,Standard,3.6,13,True,45,68.86,8.92,0.426,2.88,2697.37,45,3.8,Mid Affordability,Low Performer
V00603,Restaurant_603,Turkey,Dhaka,Turkish,Standard,3.3,18,True,43,69.21,7.24,0.423,3.17,2664.58,43,4.6,Mid Affordability,Low Performer
V00042,Restaurant_42,Bangladesh,Dubai,Healthy,Premium,4.3,10,True,53,69.97,7.7,0.417,2.66,3300.6,53,3.9,Mid Affordability,Low Performer
V00565,Restaurant_565,Turkey,Riyadh,Healthy,Premium,2.8,31,False,51,69.63,8.3,0.42,3.16,3128.12,51,4.2,Mid Affordability,Low Performer
V00961,Restaurant_961,Germany,Berlin,Turkish,Standard,4.0,22,True,42,65.64,6.44,0.453,2.53,2486.22,42,4.0,Mid Affordability,Low Performer
V00115,Restaurant_115,Saudi Arabia,Sarajevo,Asian,Standard,4.4,37,True,54,63.71,6.83,0.469,2.93,3071.19,54,4.1,Mid Affordability,Low Performer
V00215,Restaurant_215,Saudi Arabia,Riyadh,Fast Food,Budget,4.0,36,True,49,63.61,7.36,0.47,3.44,2755.81,49,4.1,Mid Affordability,Low Performer
V00591,Restaurant_591,Bosnia,Dubai,Turkish,Standard,3.1,36,True,35,61.68,6.89,0.486,2.88,1917.58,35,3.5,Mid Affordability,Low Performer
V00028,Restaurant_28,Turkey,Sarajevo,Healthy,Budget,2.9,31,True,48,59.45,6.96,0.505,2.89,2519.42,48,4.1,Mid Affordability,Low Performer
V00001,Restaurant_1,Bosnia,Sarajevo,Dessert,Premium,2.5,20,True,44,66.33,7.67,0.447,2.68,2580.92,44,3.8,Mid Affordability,Low Performer
V00068,Restaurant_68,Saudi Arabia,Sarajevo,Asian,Standard,2.5,26,True,48,62.99,7.7,0.475,2.95,2653.99,47,3.7,Mid Affordability,Low Performer
V00292,Restaurant_292,Saudi Arabia,Istanbul,Dessert,Standard,3.8,15,True,42,60.68,5.39,0.494,3.07,2322.22,42,4.2,Mid Affordability,Low Performer
V00433,Restaurant_433,Germany,Taipei,Healthy,Standard,2.8,19,True,39,64.83,8.37,0.46,2.64,2202.05,39,3.3,Mid Affordability,Low Performer
V00100,Restaurant_100,Bosnia,Dubai,Fast Food,Standard,3.0,43,True,45,57.28,7.79,0.523,2.75,2226.85,45,3.5,Mid Affordability,Low Performer
V00320,Restaurant_320,Bosnia,Riyadh,Fast Food,Standard,3.6,26,True,59,60.33,9.01,0.497,2.97,3027.55,59,4.4,Mid Affordability,Low Performer
V00532,Restaurant_532,Turkey,Dhaka,Asian,Standard,3.5,12,True,47,61.12,6.98,0.491,3.25,2544.74,47,3.7,Mid Affordability,Low Performer
V00098,Restaurant_98,Bangladesh,Dubai,Fast Food,Premium,4.4,38,True,41,68.66,7.45,0.428,2.74,2509.52,41,3.4,Mid Affordability,Low Performer
V00537,Restaurant_537,Taiwan,Sarajevo,Healthy,Budget,3.4,39,True,45,64.8,7.05,0.46,3.16,2598.91,45,3.8,Mid Affordability,Low Performer
V00683,Restaurant_683,Bosnia,Riyadh,Italian,Standard,2.8,31,True,43,62.89,8.34,0.476,3.04,2345.53,43,4.1,Mid Affordability,Low Performer
V00454,Restaurant_454,Germany,Dubai,Healthy,Budget,3.8,44,True,40,56.5,7.08,0.529,3.29,1976.91,40,3.6,Mid Affordability,Low Performer
V00275,Restaurant_275,Bosnia,Dhaka,Mexican,Budget,3.1,24,True,41,63.55,8.29,0.47,3.12,2265.48,41,4.0,Mid Affordability,Low Performer
V00935,Restaurant_935,Germany,Taipei,Fast Food,Budget,2.8,39,True,49,60.65,8.12,0.495,2.91,2574.07,49,4.2,Mid Affordability,Low Performer
V00652,Restaurant_652,Bosnia,Taipei,Mexican,Standard,2.7,38,True,42,62.56,7.43,0.479,3.02,2315.14,42,3.9,Mid Affordability,Low Performer
V00233,Restaurant_233,Bangladesh,Taipei,Italian,Budget,2.9,38,True,49,57.32,7.91,0.522,2.95,2420.79,49,4.3,Mid Affordability,Low Performer
V00460,Restaurant_460,Turkey,Riyadh,Fast Food,Standard,3.8,35,True,44,73.28,7.04,0.389,3.41,2914.74,44,3.8,Low Affordability,Low Performer
V00192,Restaurant_192,Taiwan,Berlin,Asian,Budget,4.3,10,False,36,59.09,7.47,0.507,2.86,1858.21,36,3.9,Mid Affordability,Low Performer
V00617,Restaurant_617,Saudi Arabia,Dhaka,Mexican,Budget,3.6,38,True,47,59.98,8.7,0.5,2.7,2410.49,47,4.8,Mid Affordability,Low Performer
V00546,Restaurant_546,Turkey,Sarajevo,Mexican,Premium,4.3,17,True,35,63.6,7.31,0.47,3.08,1969.94,35,4.1,Mid Affordability,Low Performer
V00512,Restaurant_512,Bosnia,Sarajevo,Dessert,Standard,3.0,44,True,50,60.9,8.48,0.492,2.79,2621.22,50,4.1,Mid Affordability,Low Performer
V00095,Restaurant_95,Turkey,Istanbul,Healthy,Standard,3.0,13,False,53,61.6,7.13,0.487,3.07,2887.0,52,4.2,Mid Affordability,Low Performer
V00476,Restaurant_476,Bangladesh,Riyadh,Mexican,Premium,3.6,36,True,54,60.93,7.24,0.492,3.13,2899.3,53,4.7,Mid Affordability,Low Performer
V00147,Restaurant_147,Bosnia,Istanbul,Italian,Standard,3.9,27,True,45,56.3,8.42,0.531,2.4,2154.36,45,4.0,Mid Affordability,Low Performer
V00284,Restaurant_284,Saudi Arabia,Dhaka,Indian,Standard,4.9,33,True,34,62.94,8.14,0.475,2.99,1863.16,34,4.0,Mid Affordability,Low Performer
V00183,Restaurant_183,Bangladesh,Dhaka,Asian,Standard,4.0,25,True,45,70.93,7.3,0.409,3.11,2863.48,45,3.8,Mid Affordability,Low Performer
V00808,Restaurant_808,Bosnia,Dubai,Indian,Standard,3.8,22,True,44,70.0,9.14,0.417,3.3,2678.09,44,4.4,Mid Affordability,Low Performer
V00239,Restaurant_239,Bosnia,Istanbul,Mexican,Standard,3.9,10,True,55,67.81,7.52,0.435,2.66,3315.75,55,3.9,Mid Affordability,Low Performer
V00011,Restaurant_11,Bosnia,Berlin,Turkish,Budget,4.2,21,True,46,67.94,7.69,0.434,2.35,2771.34,46,3.7,Mid Affordability,Low Performer
V00080,Restaurant_80,Turkey,Berlin,Dessert,Premium,4.4,16,True,45,65.67,7.78,0.453,2.86,2604.87,45,3.8,Mid Affordability,Low Performer
V00940,Restaurant_940,Germany,Berlin,Fast Food,Budget,3.4,38,True,53,58.19,7.78,0.515,3.07,2671.81,53,4.1,Mid Affordability,Low Performer
V00108,Restaurant_108,Turkey,Istanbul,Italian,Standard,3.0,18,False,35,64.9,7.8,0.459,3.16,1998.49,35,4.4,Mid Affordability,Low Performer
V00303,Restaurant_303,UAE,Berlin,Italian,Premium,4.3,22,True,44,67.88,7.45,0.434,3.16,2659.11,44,3.9,Mid Affordability,Low Performer
V00202,Restaurant_202,Germany,Dubai,Asian,Budget,4.7,37,False,65,67.54,7.42,0.437,2.76,3907.82,65,3.7,Mid Affordability,Low Performer
V00203,Restaurant_203,Taiwan,Taipei,Dessert,Standard,3.8,30,False,47,60.53,8.33,0.496,2.73,2453.13,47,4.4,Mid Affordability,Low Performer
V00566,Restaurant_566,UAE,Taipei,Asian,Standard,2.8,16,True,60,58.76,7.75,0.51,3.07,3060.58,60,4.0,Mid Affordability,Low Performer
V00920,Restaurant_920,Saudi Arabia,Dhaka,Healthy,Standard,3.8,29,True,47,60.56,8.74,0.495,3.03,2435.75,47,4.1,Mid Affordability,Low Performer
V00410,Restaurant_410,Saudi Arabia,Dubai,Italian,Premium,2.7,23,True,47,61.7,7.23,0.486,3.18,2559.67,47,3.8,Mid Affordability,Low Performer
V00889,Restaurant_889,Bangladesh,Dhaka,Mexican,Standard,4.1,24,True,44,62.81,7.48,0.477,3.09,2434.47,43,3.7,Mid Affordability,Low Performer
V00659,Restaurant_659,Taiwan,Istanbul,Italian,Premium,3.8,38,True,39,64.34,7.37,0.464,3.08,2222.09,39,4.7,Mid Affordability,Low Performer
V00081,Restaurant_81,Saudi Arabia,Dubai,Mexican,Standard,2.6,21,True,44,58.74,8.34,0.51,2.83,2217.73,44,4.0,Mid Affordability,Low Performer
V00686,Restaurant_686,Germany,Berlin,Healthy,Standard,3.6,23,True,40,64.29,8.09,0.464,2.84,2247.74,40,4.4,Mid Affordability,Low Performer
V00412,Restaurant_412,Taiwan,Dhaka,Healthy,Standard,3.0,42,False,47,64.74,6.92,0.46,3.25,2717.61,47,4.1,Mid Affordability,Low Performer
V00897,Restaurant_897,Germany,Dubai,Asian,Premium,3.5,42,True,37,60.08,7.86,0.499,3.4,1932.23,37,3.6,Mid Affordability,Low Performer
V00043,Restaurant_43,Bosnia,Dubai,Turkish,Standard,3.9,30,True,51,64.19,8.56,0.465,3.1,2837.31,51,4.1,Mid Affordability,Low Performer
V00210,Restaurant_210,Bangladesh,Dubai,Dessert,Premium,4.4,38,True,47,51.74,7.01,0.569,2.72,2102.16,47,4.2,Mid Affordability,Low Performer
V00387,Restaurant_387,Bangladesh,Istanbul,Turkish,Premium,4.6,32,True,48,61.79,7.48,0.485,2.8,2606.73,48,4.2,Mid Affordability,Low Performer
V00533,Restaurant_533,Bosnia,Istanbul,Healthy,Standard,4.5,42,True,50,64.62,8.4,0.462,2.9,2811.0,50,3.4,Mid Affordability,Low Performer
V00225,Restaurant_225,Saudi Arabia,Riyadh,Asian,Standard,4.4,39,True,57,57.16,7.18,0.524,3.11,2848.81,57,4.3,Mid Affordability,Low Performer
V00511,Restaurant_511,Taiwan,Dubai,Mexican,Standard,4.1,36,True,50,61.28,8.16,0.489,2.7,2656.13,49,3.5,Mid Affordability,Low Performer
V00283,Restaurant_283,Taiwan,Dubai,Dessert,Standard,4.2,33,True,45,64.43,7.54,0.463,2.71,2560.17,45,3.8,Mid Affordability,Low Performer
V00536,Restaurant_536,Turkey,Sarajevo,Fast Food,Premium,2.6,27,True,41,56.72,7.78,0.527,3.01,2006.54,41,4.2,Mid Affordability,Low Performer
V00368,Restaurant_368,Saudi Arabia,Dubai,Fast Food,Standard,4.2,28,True,62,56.7,8.25,0.527,2.68,3004.01,62,3.9,Mid Affordability,Low Performer
V00209,Restaurant_209,Saudi Arabia,Riyadh,Healthy,Standard,3.1,36,True,57,69.87,7.63,0.418,2.84,3548.19,57,3.5,Mid Affordability,Low Performer
V00977,Restaurant_977,Turkey,Istanbul,Indian,Budget,3.3,19,True,43,60.19,6.71,0.498,2.68,2299.59,43,4.2,Mid Affordability,Low Performer
V00299,Restaurant_299,UAE,Sarajevo,Italian,Budget,4.8,13,True,41,62.0,8.03,0.483,3.11,2212.93,41,3.7,Mid Affordability,Low Performer
V00483,Restaurant_483,Turkey,Berlin,Italian,Budget,3.7,38,True,48,61.88,7.8,0.484,2.96,2595.81,47,4.0,Mid Affordability,Low Performer
V00397,Restaurant_397,Germany,Riyadh,Asian,Budget,2.7,25,False,54,60.61,6.86,0.495,3.19,2902.54,54,4.1,Mid Affordability,Low Performer
V00716,Restaurant_716,Saudi Arabia,Dubai,Dessert,Standard,3.8,20,True,50,60.14,7.65,0.499,3.14,2624.44,50,4.4,Mid Affordability,Low Performer
V00356,Restaurant_356,Germany,Sarajevo,Indian,Standard,3.0,41,True,45,59.59,8.61,0.503,2.75,2294.26,45,4.2,Mid Affordability,Low Performer
V00754,Restaurant_754,Germany,Taipei,Healthy,Standard,2.5,11,True,58,62.19,7.1,0.482,3.49,3195.09,58,4.1,Mid Affordability,Low Performer
V00102,Restaurant_102,Bosnia,Sarajevo,Fast Food,Standard,4.2,22,True,38,60.86,7.15,0.493,2.73,2041.11,38,4.0,Mid Affordability,Low Performer
V00812,Restaurant_812,Germany,Dhaka,Healthy,Premium,2.8,20,True,54,65.75,7.16,0.452,3.15,3164.01,54,4.2,Mid Affordability,Low Performer
V00824,Restaurant_824,Taiwan,Sarajevo,Healthy,Budget,5.0,40,True,51,54.94,7.31,0.542,2.79,2428.89,51,4.3,Mid Affordability,Low Performer
V00556,Restaurant_556,Taiwan,Berlin,Healthy,Standard,2.7,11,True,48,58.17,8.32,0.515,2.82,2392.44,48,3.9,Mid Affordability,Low Performer
V00699,Restaurant_699,Saudi Arabia,Sarajevo,Indian,Standard,3.2,31,False,50,63.5,6.86,0.471,2.83,2831.93,50,4.3,Mid Affordability,Low Performer
V00027,Restaurant_27,Saudi Arabia,Sarajevo,Italian,Standard,4.6,20,True,55,71.72,6.65,0.402,3.3,3578.81,55,4.1,Mid Affordability,Low Performer
V00150,Restaurant_150,UAE,Dhaka,Italian,Standard,3.6,22,True,37,65.55,7.7,0.454,3.2,2140.19,37,4.5,Mid Affordability,Low Performer
V00034,Restaurant_34,UAE,Berlin,Fast Food,Standard,3.9,17,True,45,57.24,7.5,0.523,3.17,2238.29,45,4.2,Mid Affordability,Low Performer
